Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_tipus_accident,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Longitud_WGS84,Latitud_WGS84
2024S003590,8,Nou Barris,53,la Trinitat Nova,209900,Meridiana,607,Dijous,2024,6,Juny,20,12,Matí,Abast multiple,432283.847,4589223.757,2.18816830,41.44989289
2024S003591,2,Eixample,7,la Dreta de l'Eixample,286504,Roger de Flor,,Divendres,2024,6,Juny,21,15,Tarda,Atropellament,430977.575,4583518.027,2.17318265,41.39839206
2024S003592,1,Ciutat Vella,2,el Barri Gòtic,268808,Portal de l'Àngel,36,Divendres,2024,6,Juny,21,12,Matí,Atropellament,430887.991,4582188.358,2.17226292,41.38640844
2024S003593,7,Horta-Guinardó,39,Sant Genís dels Agudells,701502,B-20 (Besòs),K102,Divendres,2024,6,Juny,21,11,Matí,Abast,428268.894,4586082.000,2.14047890,41.42124753
2024S003594,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,687,Dissabte,2024,6,Juny,22,3,Nit,Abast,425387.597,4581831.030,2.10652697,41.38269852
2024S003595,7,Horta-Guinardó,41,la Vall d'Hebron,352507,Vall d'Hebron,,Dijous,2024,6,Juny,20,13,Matí,Caiguda interior vehicle,428703.180,4587242.456,2.14553848,41.43173795
2024S003596,3,Sants-Montjuïc,12,la Marina del Prat Vermell,222206,Motors,133,Divendres,2024,6,Juny,21,15,Tarda,Col.lisió frontal,428480.379,4578252.067,2.14393427,41.35074501
2024S003597,10,Sant Martí,71,Provençals del Poblenou,253902,Perú,,Dissabte,2024,6,Juny,22,10,Matí,Col.lisió fronto-lateral,433476.693,4585173.828,2.20289386,41.41351620
2024S003598,5,Sarrià-Sant Gervasi,23,Sarrià,701268,Dalt (Llobregat),K65,Dissabte,2024,6,Juny,22,8,Matí,Xoc contra element estàtic,425910.222,4583445.835,2.11257911,41.39729068
2024S003599,9,Sant Andreu,60,Sant Andreu,201603,Onze de Setembre,58,Divendres,2024,6,Juny,21,20,Tarda,Abast,432589.078,4587035.196,2.19206654,41.43020696
2024S003600,8,Nou Barris,53,la Trinitat Nova,701502,B-20 (Besòs),K155,Dissabte,2024,6,Juny,22,11,Matí,Abast multiple,432218.556,4588908.540,2.18742210,41.44704833
2024S003601,2,Eixample,10,Sant Antoni,110803,Entença,,Divendres,2024,6,Juny,21,21,Tarda,Col.lisió lateral,429364.559,4581149.807,2.15416494,41.37692216
2024S003602,9,Sant Andreu,57,la Trinitat Vella,701501,B-20 (Llobregat),K160,Dissabte,2024,6,Juny,22,13,Matí,Col.lisió lateral,432697.000,4588930.461,2.19314686,41.44728605
2024S003603,2,Eixample,7,la Dreta de l'Eixample,191204,Mallorca,,Divendres,2024,6,Juny,21,20,Tarda,Abast,430405.252,4583335.284,2.16635785,41.39669680
2024S003604,3,Sants-Montjuïc,18,Sants,187207,Madrid,,Divendres,2024,6,Juny,21,21,Tarda,Caiguda (dues rodes),427343.607,4581494.042,2.12995825,41.37984252
2024S003605,10,Sant Martí,68,el Poblenou,701266,Litoral (Llobregat),K79,Divendres,2024,6,Juny,21,14,Tarda,Abast multiple,433473.300,4582905.964,2.20310266,41.39308984
2024S003606,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,,Dissabte,2024,6,Juny,22,12,Matí,Col.lisió fronto-lateral,430557.688,4582525.424,2.16827407,41.38941583
2024S003607,7,Horta-Guinardó,37,el Carmel,320307,Santuari,116,Dissabte,2024,6,Juny,22,12,Matí,Abast,429659.255,4585778.428,2.15715075,41.41863637
2024S003608,2,Eixample,6,la Sagrada Família,018505,Aragó,,Divendres,2024,6,Juny,21,20,Tarda,Col.lisió lateral,431553.566,4584083.988,2.18000834,41.40353877
2024S003609,3,Sants-Montjuïc,17,Sants - Badal,282252,Blanca,149-155,Dijous,2024,6,Juny,20,16,Tarda,Atropellament,427321.758,4580436.087,2.12982390,41.37031194
2024S003610,8,Nou Barris,45,Porta,007600,Alcúdia,,Dissabte,2024,6,Juny,22,15,Tarda,Atropellament,431026.984,4587540.783,2.17331471,41.43462791
2024S003611,2,Eixample,6,la Sagrada Família,018505,Aragó,,Dissabte,2024,6,Juny,22,12,Matí,Caiguda (dues rodes),431740.056,4584265.345,2.18221875,41.40518806
2024S003612,2,Eixample,10,Sant Antoni,285807,Rocafort,,Dissabte,2024,6,Juny,22,19,Tarda,Col.lisió lateral,429460.634,4581243.702,2.15530282,41.37777627
2024S003613,6,Gràcia,31,la Vila de Gràcia,341103,Torrent d'en Vidalet,51,Dissabte,2024,6,Juny,22,19,Tarda,Atropellament,429684.206,4584315.731,2.15761938,41.40546458
2024S003614,8,Nou Barris,50,les Roquetes,120807,Favència,135-137,Dissabte,2024,6,Juny,22,19,Tarda,Abast,430897.788,4588560.785,2.17165176,41.44380357
2024S003615,7,Horta-Guinardó,38,la Teixonera,701501,B-20 (Llobregat),K105,Dissabte,2024,6,Juny,22,18,Tarda,Abast,428389.440,4586359.406,2.14188843,41.42375677
2024S003616,3,Sants-Montjuïc,12,la Marina del Prat Vermell,230601,Mare de Déu de Port,16-38,Diumenge,2024,6,Juny,23,0,Nit,Caiguda (dues rodes),429405.161,4578337.292,2.15497799,41.35159424
2024S003617,3,Sants-Montjuïc,11,el Poble Sec,198702,Francesc Ferrer i Guàrdia,1-5,Dissabte,2024,6,Juny,22,23,Nit,Abast,429089.946,4580529.965,2.15095381,41.37131527
2024S003618,3,Sants-Montjuïc,11,el Poble Sec,701349,Drassanes,,Diumenge,2024,6,Juny,23,3,Nit,Altres,431166.250,4580844.365,2.17574344,41.37432734
2024S003619,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,,Dissabte,2024,6,Juny,22,0,Nit,Abast,431648.432,4583591.240,2.18119883,41.39910881
2024S003620,1,Ciutat Vella,1,el Raval,198804,Paral·lel,,Divendres,2024,6,Juny,21,22,Nit,Abast,430686.858,4580920.057,2.17000266,41.37496791
2024S003621,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,,Diumenge,2024,6,Juny,23,6,Matí,Col.lisió fronto-lateral,431752.086,4583696.656,2.18242681,41.40006707
2024S003622,3,Sants-Montjuïc,18,Sants,365000,Violant Hongria Reina Aragó,,Dissabte,2024,6,Juny,22,23,Nit,Col.lisió fronto-lateral,427589.394,4581481.936,2.13289881,41.37975565
2024S003623,2,Eixample,7,la Dreta de l'Eixample,032700,Balmes,,Dijous,2024,6,Juny,20,22,Nit,Caiguda (dues rodes),429649.258,4582966.260,2.15735820,41.39330730
2024S003624,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,,Dijous,2024,6,Juny,20,15,Tarda,Abast,432136.485,4585039.629,2.18687425,41.41219539
2024S003625,7,Horta-Guinardó,35,el Guinardó,194406,Maragall,123-127,Diumenge,2024,6,Juny,23,14,Tarda,Atropellament,431606.692,4585970.566,2.18043047,41.42053510
2024S003626,10,Sant Martí,71,Provençals del Poblenou,244800,Paraguai,,Diumenge,2024,6,Juny,23,16,Tarda,Col.lisió fronto-lateral,433846.579,4585543.059,2.20727891,41.41687231
2024S003627,6,Gràcia,30,la Salut,344000,Dalt,,Divendres,2024,6,Juny,21,15,Tarda,Col.lisió lateral,429688.642,4584955.161,2.15759811,41.41122408
2024S003628,2,Eixample,6,la Sagrada Família,178308,Lepant,,Dilluns,2024,6,Juny,24,2,Nit,Col.lisió fronto-lateral,431371.112,4584089.393,2.17782513,41.40357189
2024S003629,10,Sant Martí,68,el Poblenou,700654,Litoral,62,Dilluns,2024,6,Juny,24,1,Nit,Col.lisió lateral,433590.899,4582862.799,2.20451395,41.39271078
2024S003630,10,Sant Martí,65,el Clot,115603,Espronceda,293-295,Diumenge,2024,6,Juny,23,8,Matí,Caiguda (dues rodes),432650.054,4585231.289,2.19299728,41.41396484
2024S003631,10,Sant Martí,67,la Vila Olímpica del Poblenou,197302,Marina,,Dilluns,2024,6,Juny,24,1,Nit,Col.lisió lateral,432869.806,4582348.982,2.19594629,41.38802306
2024S003632,1,Ciutat Vella,2,el Barri Gòtic,082901,Colom,31S,Dijous,2024,6,Juny,20,18,Tarda,Caiguda interior vehicle,431507.048,4581243.735,2.17977323,41.37795346
2024S003633,7,Horta-Guinardó,33,el Baix Guinardó,152905,Guinardó,76-78,Dilluns,2024,6,Juny,24,11,Matí,Xoc contra element estàtic,430734.880,4585175.028,2.17008992,41.41329525
2024S003634,3,Sants-Montjuïc,13,la Marina de Port,124706,Ferrocarrils Catalans,,Diumenge,2024,6,Juny,23,21,Tarda,Col.lisió fronto-lateral,428254.978,4579450.636,2.14109833,41.36152008
2024S003635,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",240707,Palau,,Dilluns,2024,6,Juny,24,13,Matí,Col.lisió fronto-lateral,431803.598,4581754.351,2.18326182,41.38257764
2024S003636,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,143904,General Mitre,157-159,Dilluns,2024,6,Juny,24,13,Matí,Caiguda interior vehicle,428108.685,4584126.851,2.13879435,41.40362399
2024S003637,3,Sants-Montjuïc,16,la Bordeta,089707,Constitució,62,Dilluns,2024,6,Juny,24,18,Tarda,Atropellament,427830.476,4580380.469,2.13591286,41.36985680
2024S003638,7,Horta-Guinardó,37,el Carmel,101201,Doctor Bové,82-84,Dilluns,2024,6,Juny,24,18,Tarda,Xoc contra element estàtic,430000.351,4586099.216,2.16119487,41.42155539
2024S003639,10,Sant Martí,70,el Besòs i el Maresme,008705,Alfons el Magnànim,42,Dilluns,2024,6,Juny,24,20,Tarda,Caiguda interior vehicle,434393.679,4585579.825,2.21382096,41.41724833
2024S003640,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,307003,Sant Màrius,,Dilluns,2024,6,Juny,24,20,Tarda,Xoc contra element estàtic,427975.495,4584108.637,2.13720326,41.40344801
2024S003641,2,Eixample,8,l'Antiga Esquerra de l'Eixample,110304,Enric Granados,,Dimarts,2024,6,Juny,25,7,Matí,Col.lisió fronto-lateral,429647.394,4582775.175,2.15735811,41.39158610
2024S003642,10,Sant Martí,72,Sant Martí de Provençals,104200,Doctor Zamenhof,,Dimarts,2024,6,Juny,25,10,Matí,Col.lisió fronto-lateral,432842.524,4585531.471,2.19526673,41.41668461
2024S003643,10,Sant Martí,67,la Vila Olímpica del Poblenou,186703,Llull,,Dimarts,2024,6,Juny,25,11,Matí,Atropellament,432395.728,4582825.005,2.19022333,41.39227075
2024S003644,3,Sants-Montjuïc,11,el Poble Sec,114000,Espanya,,Dimarts,2024,6,Juny,25,9,Matí,Altres,428989.313,4580940.290,2.14970250,41.37500206
2024S003645,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,310,Dimarts,2024,6,Juny,25,11,Matí,Caiguda interior vehicle,429801.636,4588056.048,2.15858973,41.43916245
2024S003646,5,Sarrià-Sant Gervasi,23,Sarrià,315500,Santa Eulàlia,,Dimarts,2024,6,Juny,25,10,Matí,Caiguda interior vehicle,426061.470,4584169.184,2.11429982,41.40381948
2024S003647,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,101008,Tibidabo,,Dimarts,2024,6,Juny,25,14,Tarda,Col.lisió fronto-lateral,427714.159,4585334.953,2.13393052,41.41446946
2024S003648,8,Nou Barris,44,Vilapicina i la Torre Llobeta,008603,Costa i Cuxart,4,Dimarts,2024,6,Juny,25,11,Matí,Atropellament,431082.771,4586768.871,2.17407044,41.42768036
2024S003649,1,Ciutat Vella,2,el Barri Gòtic,106409,Duc,14,Dimarts,2024,6,Juny,25,18,Tarda,Xoc contra element estàtic,430952.231,4581992.100,2.17305355,41.38464632
2024S003650,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,,Dimarts,2024,6,Juny,25,14,Tarda,Col.lisió fronto-lateral,430277.162,4582833.019,2.16488360,41.39216196
2024S003651,7,Horta-Guinardó,35,el Guinardó,310008,Sant Quintí,,Dimarts,2024,6,Juny,25,16,Tarda,Col.lisió fronto-lateral,431240.140,4585355.228,2.17611447,41.41496166
2024S003652,10,Sant Martí,65,el Clot,161101,Independència,,Dimarts,2024,6,Juny,25,15,Tarda,Col.lisió fronto-lateral,432028.355,4584359.685,2.18565700,41.40606219
2024S003653,2,Eixample,9,la Nova Esquerra de l'Eixample,184402,Llança,,Dimarts,2024,6,Juny,25,20,Tarda,Caiguda interior vehicle,429069.792,4581070.360,2.15064957,41.37618066
2024S003654,2,Eixample,7,la Dreta de l'Eixample,100800,Diputació,,Dimarts,2024,6,Juny,25,14,Tarda,Atropellament,430456.328,4582637.209,2.16704897,41.39041388
2024S003655,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,621,Dimarts,2024,6,Juny,25,18,Tarda,Caiguda interior vehicle,427067.422,4582366.306,2.12655060,41.38767365
2024S003656,7,Horta-Guinardó,35,el Guinardó,365702,Mare de Déu de Montserrat,164-166,Dimarts,2024,6,Juny,25,19,Tarda,Atropellament,430941.317,4585811.644,2.17248705,41.41904680
2024S003657,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,,Dimarts,2024,6,Juny,25,21,Tarda,Col.lisió lateral,430155.920,4582713.394,2.16344730,41.39107401
2024S003658,2,Eixample,8,l'Antiga Esquerra de l'Eixample,350308,València,,Dimarts,2024,6,Juny,25,19,Tarda,Col.lisió fronto-lateral,429929.891,4582678.072,2.16074807,41.39073621
2024S003659,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,161407,Indústria,,Dimarts,2024,6,Juny,25,22,Nit,Col.lisió lateral,430368.975,4584046.924,2.16584204,41.40310317
2024S003660,9,Sant Andreu,61,la Sagrera,292405,Sagrera,11B,Dimarts,2024,6,Juny,25,22,Nit,Caiguda (dues rodes),432558.530,4585849.767,2.19183326,41.41952761
2024S003661,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes,583,Dimarts,2024,6,Juny,25,21,Tarda,Abast,430080.361,4582095.480,2.16261498,41.38550209
2024S003662,4,Les Corts,21,Pedralbes,144601,Diagonal,694-696,Dimecres,2024,6,Juny,26,9,Matí,Abast,425818.017,4582082.484,2.11164331,41.38500308
2024S003663,2,Eixample,7,la Dreta de l'Eixample,074506,Catalunya,,Dimecres,2024,6,Juny,26,10,Matí,Caiguda (dues rodes),429965.341,4582901.035,2.16114626,41.39274745
2024S003664,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,,Dimecres,2024,6,Juny,26,12,Matí,Atropellament,430277.162,4582833.019,2.16488360,41.39216196
2024S003665,2,Eixample,5,el Fort Pienc,178308,Lepant,176,Dimecres,2024,6,Juny,26,8,Matí,Col.lisió lateral,431839.354,4583623.636,2.18347893,41.39941681
2024S003666,2,Eixample,6,la Sagrada Família,238400,Padilla,268,Dimarts,2024,6,Juny,25,22,Nit,Abast multiple,431210.703,4584454.918,2.17586468,41.40685034
2024S003667,4,Les Corts,19,les Corts,040300,Berlín,95-97,Dimecres,2024,6,Juny,26,8,Matí,Abast,428273.249,4582008.687,2.14101393,41.38456119
2024S003668,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,17-18,Dimarts,2024,6,Juny,25,20,Tarda,Caiguda interior vehicle,431100.418,4583134.621,2.17469568,41.39494939
2024S003669,3,Sants-Montjuïc,13,la Marina de Port,012600,Alts Forns,,Dimarts,2024,6,Juny,25,19,Tarda,Col.lisió lateral,428188.512,4579099.978,2.14034529,41.35835589
2024S003670,3,Sants-Montjuïc,12,la Marina del Prat Vermell,078802,Cisell,5,Dimecres,2024,6,Juny,26,17,Tarda,Caiguda interior vehicle,428363.799,4578593.868,2.14250046,41.35381314
2024S003671,9,Sant Andreu,60,Sant Andreu,701326,Fabra i Puig,53-55,Dimecres,2024,6,Juny,26,14,Tarda,Xoc contra element estàtic,432061.161,4587020.344,2.18575044,41.43002869
2024S003672,4,Les Corts,20,la Maternitat i Sant Ramon,066508,Carles III,17-19,Dimecres,2024,6,Juny,26,8,Matí,Caiguda interior vehicle,427218.743,4581564.439,2.12845667,41.38046527
2024S003673,4,Les Corts,20,la Maternitat i Sant Ramon,310507,Sant Ramon Nonat,,Dimecres,2024,6,Juny,26,17,Tarda,Atropellament,426234.108,4581200.573,2.11672669,41.37709835
2024S003674,10,Sant Martí,64,el Camp de l'Arpa del Clot,161101,Independència,274,Dimecres,2024,6,Juny,26,14,Tarda,Abast,431828.360,4584580.444,2.18323959,41.40803356
2024S003675,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",198203,Marquès de l'Argentera,,Dimecres,2024,6,Juny,26,15,Tarda,Col.lisió fronto-lateral,431911.683,4581919.012,2.18453584,41.38406987
2024S003676,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),K165,Dimecres,2024,6,Juny,26,9,Matí,Abast multiple,427389.940,4577429.379,2.13099911,41.34323771
2024S003677,2,Eixample,6,la Sagrada Família,161407,Indústria,165,Dimecres,2024,6,Juny,26,18,Tarda,Altres,431145.321,4584823.021,2.17504061,41.41016012
2024S003678,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,València,110,Dimecres,2024,6,Juny,26,13,Matí,Col.lisió lateral,429117.314,4581869.053,2.15112434,41.38337841
2024S003679,9,Sant Andreu,61,la Sagrera,209900,Meridiana,300,Dilluns,2024,6,Juny,24,20,Tarda,Col.lisió frontal,432177.658,4586196.619,2.18723705,41.42261952
2024S003680,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,,Dimecres,2024,6,Juny,26,23,Nit,Caiguda (dues rodes),431648.432,4583591.240,2.18119883,41.39910881
2024S003681,2,Eixample,7,la Dreta de l'Eixample,349309,Universitat,4,Dijous,2024,6,Juny,27,8,Matí,Xoc contra element estàtic,430349.739,4582171.122,2.16582780,41.38620675
2024S003682,4,Les Corts,21,Pedralbes,701501,B-20 (Llobregat),S10,Dijous,2024,6,Juny,27,9,Matí,Xoc contra element estàtic,425576.695,4582857.805,2.10866208,41.39196375
2024S003683,1,Ciutat Vella,1,el Raval,250904,Pelai,50,Dijous,2024,6,Juny,27,8,Matí,Col.lisió lateral,430580.984,4582087.827,2.16860285,41.38547654
2024S003684,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,032700,Balmes,,Dijous,2024,6,Juny,27,8,Matí,Caiguda (dues rodes),428840.576,4583848.342,2.14758225,41.40118071
2024S003685,2,Eixample,8,l'Antiga Esquerra de l'Eixample,245802,París,146-148,Dimecres,2024,6,Juny,26,19,Tarda,Abast,429064.743,4582754.715,2.15039190,41.39135062
2024S003686,2,Eixample,9,la Nova Esquerra de l'Eixample,227800,Nicaragua,,Dijous,2024,6,Juny,27,11,Matí,Col.lisió fronto-lateral,428500.637,4581652.192,2.14377533,41.38137062
2024S003687,7,Horta-Guinardó,43,Horta,078303,Ciències,19-21,Dijous,2024,6,Juny,27,16,Tarda,Col.lisió lateral,429759.361,4586668.515,2.15824509,41.42666180
2024S003688,4,Les Corts,19,les Corts,144601,Diagonal,,Dijous,2024,6,Juny,27,16,Tarda,Col.lisió lateral,427575.967,4582577.493,2.13260722,41.38962170
2024S003689,2,Eixample,7,la Dreta de l'Eixample,350308,València,,Divendres,2024,6,Juny,28,6,Matí,Col.lisió fronto-lateral,430404.353,4583145.143,2.16636895,41.39498418
2024S003690,10,Sant Martí,71,Provençals del Poblenou,701414,C-31,K2077,Dijous,2024,6,Juny,27,8,Matí,Col.lisió lateral,433509.447,4585389.777,2.20326199,41.41546391
2024S003691,5,Sarrià-Sant Gervasi,23,Sarrià,701268,Dalt (Llobregat),K69,Dijous,2024,6,Juny,27,14,Tarda,Abast,426028.280,4583822.270,2.11394520,41.40069193
2024S003692,9,Sant Andreu,59,el Bon Pastor,063850,Caracas,2,Dijous,2024,6,Juny,27,10,Matí,Xoc contra element estàtic,433589.450,4588074.184,2.20392415,41.43964820
2024S003693,8,Nou Barris,52,la Prosperitat,701268,Dalt (Llobregat),K155,Dijous,2024,6,Juny,27,19,Tarda,Abast,432217.320,4588883.976,2.18741006,41.44682699
2024S003694,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas,30,Dijous,2024,6,Juny,27,15,Tarda,Altres,425467.322,4581756.188,2.10748957,41.38203184
2024S003695,3,Sants-Montjuïc,11,el Poble Sec,701266,Litoral (Llobregat),S13,Dijous,2024,6,Juny,27,13,Matí,Caiguda (dues rodes),429738.800,4578637.354,2.15893117,41.35432601
2024S003696,10,Sant Martí,64,el Camp de l'Arpa del Clot,224802,Nació,35,Divendres,2024,6,Juny,28,12,Matí,Xoc contra element estàtic,432005.193,4585119.904,2.18529445,41.41290730
2024S003697,7,Horta-Guinardó,34,Can Baró,132806,Francesc Alegre,41,Divendres,2024,6,Juny,28,18,Tarda,Caiguda (dues rodes),430328.623,4585610.863,2.16517916,41.41718552
2024S003698,8,Nou Barris,52,la Prosperitat,701501,B-20 (Llobregat),K150,Dijous,2024,6,Juny,27,12,Matí,Caiguda (dues rodes),431724.231,4588823.719,2.18151440,41.44624247
2024S003699,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,186703,Llull,83-85,Divendres,2024,6,Juny,28,8,Matí,Abast,432757.168,4583179.063,2.19450696,41.39548998
2024S003700,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,,Divendres,2024,6,Juny,28,14,Tarda,Col.lisió fronto-lateral,426177.852,4582125.238,2.11594131,41.38542126
2024S003701,8,Nou Barris,49,Canyelles,120807,Favència,,Divendres,2024,6,Juny,28,9,Matí,Col.lisió fronto-lateral,430471.155,4588315.378,2.16657330,41.44155642
2024S003702,8,Nou Barris,49,Canyelles,018254,Antonio Machado,,Divendres,2024,6,Juny,28,22,Nit,Atropellament,430124.959,4588297.482,2.16243163,41.44136517
2024S003703,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,032700,Balmes,,Divendres,2024,6,Juny,28,20,Tarda,Atropellament,428075.877,4584533.260,2.13835357,41.40728141
2024S003704,1,Ciutat Vella,3,la Barceloneta,701498,B-10 (Besòs),K99,Divendres,2024,6,Juny,28,18,Tarda,Abast,431949.839,4581626.151,2.18502506,41.38143537
2024S003705,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,,Dissabte,2024,6,Juny,29,1,Nit,Caiguda (dues rodes),429831.322,4583321.359,2.15949461,41.39652147
2024S003706,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,,Divendres,2024,6,Juny,28,22,Nit,Col.lisió lateral,430886.255,4582847.071,2.17216695,41.39234112
2024S003707,2,Eixample,6,la Sagrada Família,238400,Padilla,,Dissabte,2024,6,Juny,29,5,Nit,Caiguda (dues rodes),431460.948,4584179.194,2.17888962,41.40438836
2024S003708,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,,Dissabte,2024,6,Juny,29,2,Nit,Caiguda (dues rodes),430310.815,4583051.566,2.16526093,41.39413326
2024S003709,5,Sarrià-Sant Gervasi,24,les Tres Torres,028000,Augusta,276,Divendres,2024,6,Juny,28,23,Nit,Col.lisió lateral,427439.715,4583501.572,2.13086690,41.39793222
2024S003710,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701267,Dalt (Besòs),K93,Divendres,2024,6,Juny,28,21,Tarda,Abast,427797.317,4585376.833,2.13492044,41.41485413
2024S003711,4,Les Corts,20,la Maternitat i Sant Ramon,102306,Doctor Marañón,23,Divendres,2024,6,Juny,28,20,Tarda,Col.lisió fronto-lateral,425959.474,4581742.365,2.11337656,41.38195281
2024S003712,6,Gràcia,28,Vallcarca i els Penitents,033509,Ballester,77-79,Dijous,2024,6,Juny,27,21,Tarda,Abast,428870.704,4584684.150,2.14784436,41.40871118
2024S003713,5,Sarrià-Sant Gervasi,23,Sarrià,320908,Sarrià a Vallvidrera,K15,Dijous,2024,6,Juny,27,19,Tarda,Xoc contra element estàtic,425272.277,4584795.309,2.10478193,41.40938568
2024S003714,5,Sarrià-Sant Gervasi,24,les Tres Torres,143904,General Mitre,63,Dijous,2024,6,Juny,27,12,Matí,Abast,427602.929,4583375.034,2.13283428,41.39680726
2024S003715,8,Nou Barris,45,Porta,119003,Fabra i Puig,258,Divendres,2024,6,Juny,28,9,Matí,Col.lisió lateral,431214.662,4587072.551,2.17561418,41.43042682
